"date","Candidate","avg"
2026-03-13,"Cepeda",0.453198895694767
2026-03-13,"Abelardo",0.141866928012486
2026-03-13,"Fajardo",0
2026-03-13,"Lopez",0
2026-03-13,"Paloma",0.352491220412577
2026-03-14,"Cepeda",0.437347390566864
2026-03-14,"Abelardo",0.146176438862862
2026-03-14,"Fajardo",0
2026-03-14,"Lopez",0
2026-03-14,"Paloma",0.364033214690104
2026-03-15,"Cepeda",0.461719006434332
2026-03-15,"Abelardo",0.137104490029954
2026-03-15,"Fajardo",0
2026-03-15,"Lopez",0
2026-03-15,"Paloma",0.348733547655544
2026-03-16,"Cepeda",0.482791267190662
2026-03-16,"Abelardo",0.131303829239338
2026-03-16,"Fajardo",0
2026-03-16,"Lopez",0
2026-03-16,"Paloma",0.333461947689829
2026-03-17,"Cepeda",0.496969781648142
2026-03-17,"Abelardo",0.138251757802778
2026-03-17,"Fajardo",0
2026-03-17,"Lopez",0
2026-03-17,"Paloma",0.31233550466891
2026-03-18,"Cepeda",0.516802884319862
2026-03-18,"Abelardo",0.109839758062989
2026-03-18,"Fajardo",0
2026-03-18,"Lopez",0
2026-03-18,"Paloma",0.320914401736978
2026-03-19,"Cepeda",0.521156374265906
2026-03-19,"Abelardo",0.0690713828057111
2026-03-19,"Fajardo",0
2026-03-19,"Lopez",0
2026-03-19,"Paloma",0.357329287048212
2026-03-20,"Cepeda",0.580865448278936
2026-03-20,"Abelardo",0.0690713828057111
2026-03-20,"Fajardo",0
2026-03-20,"Lopez",0
2026-03-20,"Paloma",0.297620213035182
2026-03-21,"Cepeda",0.580865448278936
2026-03-21,"Abelardo",0.0690713828057111
2026-03-21,"Fajardo",0
2026-03-21,"Lopez",0
2026-03-21,"Paloma",0.297620213035182
2026-03-22,"Cepeda",0.489548905286165
2026-03-22,"Abelardo",0.0707523235377085
2026-03-22,"Fajardo",0
2026-03-22,"Lopez",0
2026-03-22,"Paloma",0.387255815295956
2026-03-23,"Cepeda",0.489548905286165
2026-03-23,"Abelardo",0.0707523235377085
2026-03-23,"Fajardo",0
2026-03-23,"Lopez",0
2026-03-23,"Paloma",0.387255815295956
2026-03-24,"Cepeda",0.231124256889848
2026-03-24,"Abelardo",0.0707523235377085
2026-03-24,"Fajardo",0
2026-03-24,"Lopez",0
2026-03-24,"Paloma",0.645680463692273
2026-03-25,"Cepeda",0.231124256889848
2026-03-25,"Abelardo",0.0707523235377085
2026-03-25,"Fajardo",0
2026-03-25,"Lopez",0
2026-03-25,"Paloma",0.645680463692273
2026-03-26,"Cepeda",0.231124256889848
2026-03-26,"Abelardo",0.0707523235377085
2026-03-26,"Fajardo",0
2026-03-26,"Lopez",0
2026-03-26,"Paloma",0.171901941632358
2026-03-27,"Cepeda",0.231124256889848
2026-03-27,"Abelardo",0.0707523235377085
2026-03-27,"Fajardo",0
2026-03-27,"Lopez",0
2026-03-27,"Paloma",0.171901941632358
2026-03-28,"Cepeda",0.225914730292976
2026-03-28,"Abelardo",0.0722712999752412
2026-03-28,"Fajardo",0
2026-03-28,"Lopez",0
2026-03-28,"Paloma",0.175592491791697
2026-03-29,"Cepeda",0.225100932874438
2026-03-29,"Abelardo",0.0645551303754623
2026-03-29,"Fajardo",0
2026-03-29,"Lopez",0
2026-03-29,"Paloma",0.184122458810014
2026-03-30,"Cepeda",0.225100932874438
2026-03-30,"Abelardo",0.0645551303754623
2026-03-30,"Fajardo",0
2026-03-30,"Lopez",0
2026-03-30,"Paloma",0.184122458810014
2026-03-31,"Cepeda",0.225100932874438
2026-03-31,"Abelardo",0.0645551303754623
2026-03-31,"Fajardo",0
2026-03-31,"Lopez",0
2026-03-31,"Paloma",0.184122458810014
2026-04-01,"Cepeda",0.225100932874438
2026-04-01,"Abelardo",0.0645551303754623
2026-04-01,"Fajardo",0
2026-04-01,"Lopez",0
2026-04-01,"Paloma",0.184122458810014
2026-04-02,"Cepeda",0.225100932874438
2026-04-02,"Abelardo",0.0645551303754623
2026-04-02,"Fajardo",0
2026-04-02,"Lopez",0
2026-04-02,"Paloma",0.184122458810014
2026-04-03,"Cepeda",0.225100932874438
2026-04-03,"Abelardo",0.0645551303754623
2026-04-03,"Fajardo",0
2026-04-03,"Lopez",0
2026-04-03,"Paloma",0.184122458810014
2026-04-04,"Cepeda",0.218755575191698
2026-04-04,"Abelardo",0.0662023451238034
2026-04-04,"Fajardo",0
2026-04-04,"Lopez",0
2026-04-04,"Paloma",0.188820601744413
2026-04-05,"Cepeda",0.218755575191698
2026-04-05,"Abelardo",0.0662023451238034
2026-04-05,"Fajardo",0
2026-04-05,"Lopez",0
2026-04-05,"Paloma",0.188820601744413
2026-04-06,"Cepeda",0.199175547831158
2026-04-06,"Abelardo",0.0677668284040923
2026-04-06,"Fajardo",0
2026-04-06,"Lopez",0
2026-04-06,"Paloma",0.680614667884579
2026-04-07,"Cepeda",0.203844204449308
2026-04-07,"Abelardo",0.0621087810431485
2026-04-07,"Fajardo",0
2026-04-07,"Lopez",0
2026-04-07,"Paloma",0.681604058627373
2026-04-08,"Cepeda",0.218667010181499
2026-04-08,"Abelardo",0.0527816921127756
2026-04-08,"Fajardo",0
2026-04-08,"Lopez",0
2026-04-08,"Paloma",0.676108341825555
2026-04-09,"Cepeda",0.211220146057671
2026-04-09,"Abelardo",0.0616058759334874
2026-04-09,"Fajardo",0
2026-04-09,"Lopez",0
2026-04-09,"Paloma",0.674731022128671
2026-04-10,"Cepeda",0.225179905922013
2026-04-10,"Abelardo",0.0342273457001459
2026-04-10,"Fajardo",0
2026-04-10,"Lopez",0
2026-04-10,"Paloma",0.688149792497671
2026-04-11,"Cepeda",0.245349591781027
2026-04-11,"Abelardo",0
2026-04-11,"Fajardo",0
2026-04-11,"Lopez",0
2026-04-11,"Paloma",0.702207452338802
2026-04-12,"Cepeda",0.261565225720578
2026-04-12,"Abelardo",0
2026-04-12,"Fajardo",0
2026-04-12,"Lopez",0
2026-04-12,"Paloma",0.685991818399251
2026-04-13,"Cepeda",0.261565225720578
2026-04-13,"Abelardo",0
2026-04-13,"Fajardo",0
2026-04-13,"Lopez",0
2026-04-13,"Paloma",0.212213296339337
2026-04-14,"Cepeda",0.169711709394596
2026-04-14,"Abelardo",0
2026-04-14,"Fajardo",0
2026-04-14,"Lopez",0
2026-04-14,"Paloma",0.304066812665318
2026-04-15,"Cepeda",0.169711709394596
2026-04-15,"Abelardo",0
2026-04-15,"Fajardo",0
2026-04-15,"Lopez",0
2026-04-15,"Paloma",0.304066812665318
2026-04-16,"Cepeda",0
2026-04-16,"Abelardo",0
2026-04-16,"Fajardo",0
2026-04-16,"Lopez",0
2026-04-16,"Paloma",0.473778522059915
2026-04-17,"Cepeda",0.624184402078935
2026-04-17,"Abelardo",0
2026-04-17,"Fajardo",0
2026-04-17,"Lopez",0
2026-04-17,"Paloma",0.323372642040894
2026-04-18,"Cepeda",0.356780298159095
2026-04-18,"Abelardo",0.428136357790913
2026-04-18,"Fajardo",0
2026-04-18,"Lopez",0
2026-04-18,"Paloma",0.162640388169821
2026-04-19,"Cepeda",0.379605033957683
2026-04-19,"Abelardo",0.367742376646505
2026-04-19,"Fajardo",0.0118626573111776
2026-04-19,"Lopez",0
2026-04-19,"Paloma",0.188346976204464
2026-04-20,"Cepeda",0.39153686548388
2026-04-20,"Abelardo",0.32344349757364
2026-04-20,"Fajardo",0.02553501296634
2026-04-20,"Lopez",0
2026-04-20,"Paloma",0.207041668095969
2026-04-21,"Cepeda",0.381340879414207
2026-04-21,"Abelardo",0.310243427320033
2026-04-21,"Fajardo",0.0323170236791701
2026-04-21,"Lopez",0
2026-04-21,"Paloma",0.223655713706419
2026-04-22,"Cepeda",0.384784436385754
2026-04-22,"Abelardo",0.300448121561479
2026-04-22,"Fajardo",0.0368971377356202
2026-04-22,"Lopez",0
2026-04-22,"Paloma",0.225427348436977
2026-04-23,"Cepeda",0.382914491710076
2026-04-23,"Abelardo",0.29630288048994
2026-04-23,"Fajardo",0.0410265526832224
2026-04-23,"Lopez",0
2026-04-23,"Paloma",0.227313119236591
2026-04-24,"Cepeda",0.360062521625012
2026-04-24,"Abelardo",0.3012407437654
2026-04-24,"Fajardo",0.0460228914086027
2026-04-24,"Lopez",0.00836779843792777
2026-04-24,"Paloma",0.231863088882887
2026-04-25,"Cepeda",0.38339014477022
2026-04-25,"Abelardo",0.260663154586694
2026-04-25,"Fajardo",0.044582422977912
2026-04-25,"Lopez",0.00810589508689309
2026-04-25,"Paloma",0.25081542669811
2026-04-26,"Cepeda",0.383316162200916
2026-04-26,"Abelardo",0.267117586938194
2026-04-26,"Fajardo",0.0411207000519194
2026-04-26,"Lopez",0.00790293423271615
2026-04-26,"Paloma",0.248099660696084
2026-04-27,"Cepeda",0.397116687433619
2026-04-27,"Abelardo",0.266587206877157
2026-04-27,"Fajardo",0.0403614341222861
2026-04-27,"Lopez",0.00723125986222068
2026-04-27,"Paloma",0.236260455824547
2026-04-28,"Cepeda",0.406396687811393
2026-04-28,"Abelardo",0.261139702418357
2026-04-28,"Fajardo",0.0408853317185038
2026-04-28,"Lopez",0.00691365695154098
2026-04-28,"Paloma",0.232221665220034
2026-04-29,"Cepeda",0.413912169093427
2026-04-29,"Abelardo",0.262269117414192
2026-04-29,"Fajardo",0.0347197283451828
2026-04-29,"Lopez",0.00665770668725949
2026-04-29,"Paloma",0.229998322579768
2026-04-30,"Cepeda",0.422319431648913
2026-04-30,"Abelardo",0.265765500039901
2026-04-30,"Fajardo",0.0286041564629432
2026-04-30,"Lopez",0.00634070631271197
2026-04-30,"Paloma",0.22452724965536
2026-05-01,"Cepeda",0.426720201659114
2026-05-01,"Abelardo",0.266554358069163
2026-05-01,"Fajardo",0.0288757398129444
2026-05-01,"Lopez",0.00196181582633505
2026-05-01,"Paloma",0.223444928752273
2026-05-02,"Cepeda",0.433069736866298
2026-05-02,"Abelardo",0.271407229836463
2026-05-02,"Fajardo",0.0274955788161728
2026-05-02,"Lopez",0.00184708975461955
2026-05-02,"Paloma",0.213737408846277
2026-05-03,"Cepeda",0.433508989329043
2026-05-03,"Abelardo",0.271429455430999
2026-05-03,"Fajardo",0.0254454854190183
2026-05-03,"Lopez",0.0017073099894051
2026-05-03,"Paloma",0.215465803951365
